experiment,input_distribution,method,precision,threads,n,trial,seed_x,seed_y,result,reference_fp64,reference_same_precision,abs_reference_fp64,abs_reference_same_precision,sum_abs_products,dot_condition_number_fp64,dot_condition_number_same_precision,abs_error_vs_serial_fp64,scaled_error_vs_sum_abs_products,scaled_parallel_error_vs_sum_abs_products,error_vs_serial_fp64,mixed_error_vs_fp64,parallel_error_vs_serial_same_precision
error,normal,openmp,fp64,2,1919384,6,100129,100462,2904.2717356509256,2904.271735650866,2904.271735650866,2904.271735650866,2904.271735650866,1222371.8409739379,420.88755882203856,420.88755882203856,5.95719029661268e-11,4.8734682008595881e-17,4.8734682008595881e-17,2.0511821340566244e-14,,2.0511821340566244e-14
error,normal,openmp,mixed_fp32_fp64,2,1919384,6,100129,100462,2904.271802238824,2904.271735650866,2904.2718022388235,2904.271735650866,2904.2718022388235,1222371.8409739379,420.88755882203856,420.88754917210053,6.6587957917363383e-05,5.4474387976991286e-11,3.7202047334806019e-19,2.2927592173960468e-08,2.2927592173960468e-08,1.5657878526930981e-16
error,normal,openmp,fp64,4,1919384,6,100129,100462,2904.2717356509374,2904.271735650866,2904.271735650866,2904.271735650866,2904.271735650866,1222371.8409739379,420.88755882203856,420.88755882203856,7.1395334089174867e-11,5.8407214315645445e-17,5.8407214315645445e-17,2.4582869850907635e-14,,2.4582869850907635e-14
error,normal,openmp,mixed_fp32_fp64,4,1919384,6,100129,100462,2904.2718022388244,2904.271735650866,2904.2718022388235,2904.271735650866,2904.2718022388235,1222371.8409739379,420.88755882203856,420.88754917210053,6.6587958372110734e-05,5.4474388349011754e-11,7.4404094669612038e-19,2.2927592330539256e-08,2.2927592330539256e-08,3.1315757053861962e-16
error,normal,openmp,fp64,8,1919384,6,100129,100462,2904.2717356509579,2904.271735650866,2904.271735650866,2904.271735650866,2904.271735650866,1222371.8409739379,420.88755882203856,420.88755882203856,9.1858964879065752e-11,7.5148135616308159e-17,7.5148135616308159e-17,3.162891534957543e-14,,3.162891534957543e-14
error,normal,openmp,mixed_fp32_fp64,8,1919384,6,100129,100462,2904.2718022388244,2904.271735650866,2904.2718022388235,2904.271735650866,2904.2718022388235,1222371.8409739379,420.88755882203856,420.88754917210053,6.6587958372110734e-05,5.4474388349011754e-11,7.4404094669612038e-19,2.2927592330539256e-08,2.2927592330539256e-08,3.1315757053861962e-16
error,normal,openmp,fp64,16,1919384,6,100129,100462,2904.271735650892,2904.271735650866,2904.271735650866,2904.271735650866,2904.271735650866,1222371.8409739379,420.88755882203856,420.88755882203856,2.5920599000528455e-11,2.1205166980839429e-17,2.1205166980839429e-17,8.9249909649792054e-15,,8.9249909649792054e-15
error,normal,openmp,mixed_fp32_fp64,16,1919384,6,100129,100462,2904.2718022388235,2904.271735650866,2904.2718022388235,2904.271735650866,2904.2718022388235,1222371.8409739379,420.88755882203856,420.88754917210053,6.6587957462616032e-05,5.4474387604970813e-11,0,2.2927592017381679e-08,2.2927592017381679e-08,0
error,normal,openmp,fp64,22,1919384,6,100129,100462,2904.2717356509115,2904.271735650866,2904.271735650866,2904.271735650866,2904.271735650866,1222371.8409739379,420.88755882203856,420.88755882203856,4.5474735088646412e-11,3.7202047334806019e-17,3.7202047334806019e-17,1.5657878885928431e-14,,1.5657878885928431e-14
error,normal,openmp,mixed_fp32_fp64,22,1919384,6,100129,100462,2904.2718022388244,2904.271735650866,2904.2718022388235,2904.271735650866,2904.2718022388235,1222371.8409739379,420.88755882203856,420.88754917210053,6.6587958372110734e-05,5.4474388349011754e-11,7.4404094669612038e-19,2.2927592330539256e-08,2.2927592330539256e-08,3.1315757053861962e-16
error,normal,serial,fp64,,1919384,7,100130,100463,-827.24677516894587,-827.24677516894587,-827.24677516894587,827.24677516894587,827.24677516894587,1222010.7067387218,1477.2021401826009,1477.2021401826009,0,0,0,0,,0
error,normal,serial,mixed_fp32_fp64,,1919384,7,100130,100463,-827.24677712482912,-827.24677516894587,-827.24677712482912,827.24677516894587,827.24677712482912,1222010.7067387218,1477.2021401826009,1477.2021366900096,1.9558832491384237e-06,1.6005451002620481e-12,0,2.3643286475658732e-09,2.3643286475658732e-09,0
error,normal,openmp,fp64,1,1919384,7,100130,100463,-827.24677516894587,-827.24677516894587,-827.24677516894587,827.24677516894587,827.24677516894587,1222010.7067387218,1477.2021401826009,1477.2021401826009,0,0,0,0,,0
error,normal,openmp,mixed_fp32_fp64,1,1919384,7,100130,100463,-827.24677712482912,-827.24677516894587,-827.24677712482912,827.24677516894587,827.24677712482912,1222010.7067387218,1477.2021401826009,1477.2021366900096,1.9558832491384237e-06,1.6005451002620481e-12,0,2.3643286475658732e-09,2.3643286475658732e-09,0
error,normal,openmp,fp64,2,1919384,7,100130,100463,-827.24677516897009,-827.24677516894587,-827.24677516894587,827.24677516894587,827.24677516894587,1222010.7067387218,1477.2021401826009,1477.2021401826009,2.4215296434704214e-11,1.9815944574928909e-17,1.9815944574928909e-17,2.9272155735824784e-14,,2.9272155735824784e-14
error,normal,openmp,mixed_fp32_fp64,2,1919384,7,100130,100463,-827.24677712482912,-827.24677516894587,-827.24677712482912,827.24677516894587,827.24677712482912,1222010.7067387218,1477.2021401826009,1477.2021366900096,1.9558832491384237e-06,1.6005451002620481e-12,0,2.3643286475658732e-09,2.3643286475658732e-09,0
error,normal,openmp,fp64,4,1919384,7,100130,100463,-827.24677516893939,-827.24677516894587,-827.24677516894587,827.24677516894587,827.24677516894587,1222010.7067387218,1477.2021401826009,1477.2021401826009,6.4801497501321137e-12,5.3028584073753413e-18,5.3028584073753413e-18,7.8333937884601539e-15,,7.8333937884601539e-15
error,normal,openmp,mixed_fp32_fp64,4,1919384,7,100130,100463,-827.2467771248289,-827.24677516894587,-827.24677712482912,827.24677516894587,827.24677712482912,1222010.7067387218,1477.2021401826009,1477.2021366900096,1.9558830217647483e-06,1.6005449141968408e-12,1.8606520727632777e-19,2.3643283727099506e-09,2.3643283727099506e-09,2.7485592175226092e-16
error,normal,openmp,fp64,8,1919384,7,100130,100463,-827.24677516893121,-827.24677516894587,-827.24677516894587,827.24677516894587,827.24677516894587,1222010.7067387218,1477.2021401826009,1477.2021401826009,1.4665602066088468e-11,1.2001205869323141e-17,1.2001205869323141e-17,1.7728206994936136e-14,,1.7728206994936136e-14
error,normal,openmp,mixed_fp32_fp64,8,1919384,7,100130,100463,-827.2467771248289,-827.24677516894587,-827.24677712482912,827.24677516894587,827.24677712482912,1222010.7067387218,1477.2021401826009,1477.2021366900096,1.9558830217647483e-06,1.6005449141968408e-12,1.8606520727632777e-19,2.3643283727099506e-09,2.3643283727099506e-09,2.7485592175226092e-16
error,normal,openmp,fp64,16,1919384,7,100130,100463,-827.2467751689461,-827.24677516894587,-827.24677516894587,827.24677516894587,827.24677516894587,1222010.7067387218,1477.2021401826009,1477.2021401826009,2.2737367544323206e-13,1.8606520727632777e-19,1.8606520727632777e-19,2.7485592240211063e-16,,2.7485592240211063e-16
error,normal,openmp,mixed_fp32_fp64,16,1919384,7,100130,100463,-827.24677712482924,-827.24677516894587,-827.24677712482912,827.24677516894587,827.24677712482912,1222010.7067387218,1477.2021401826009,1477.2021366900096,1.9558833628252614e-06,1.6005451932946517e-12,9.3032603638163887e-20,2.3643287849938343e-09,2.3643287849938343e-09,1.3742796087613046e-16
error,normal,openmp,fp64,22,1919384,7,100130,100463,-827.24677516894758,-827.24677516894587,-827.24677516894587,827.24677516894587,827.24677516894587,1222010.7067387218,1477.2021401826009,1477.2021401826009,1.7053025658242404e-12,1.3954890545724583e-18,1.3954890545724583e-18,2.0614194180158298e-15,,2.0614194180158298e-15
error,normal,openmp,mixed_fp32_fp64,22,1919384,7,100130,100463,-827.24677712482878,-827.24677516894587,-827.24677712482912,827.24677516894587,827.24677712482912,1222010.7067387218,1477.2021401826009,1477.2021366900096,1.9558829080779105e-06,1.6005448211642372e-12,2.7909781091449164e-19,2.3643282352819895e-09,2.3643282352819895e-09,4.1228388262839136e-16
error,normal,serial,fp64,,1919384,8,100131,100464,-228.26205038722927,-228.26205038722927,-228.26205038722927,228.26205038722927,228.26205038722927,1221091.9030076128,5349.5178061185507,5349.5178061185507,0,0,0,0,,0
error,normal,serial,mixed_fp32_fp64,,1919384,8,100131,100464,-228.26196143413472,-228.26205038722927,-228.26196143413472,228.26205038722927,228.26196143413472,1221091.9030076128,5349.5178061185507,5349.51989081177,8.8953094547150613e-05,7.2847174179154341e-11,0,3.8969725539680571e-07,3.8969725539680571e-07,0
error,normal,openmp,fp64,1,1919384,8,100131,100464,-228.26205038722927,-228.26205038722927,-228.26205038722927,228.26205038722927,228.26205038722927,1221091.9030076128,5349.5178061185507,5349.5178061185507,0,0,0,0,,0
error,normal,openmp,mixed_fp32_fp64,1,1919384,8,100131,100464,-228.26196143413472,-228.26205038722927,-228.26196143413472,228.26205038722927,228.26196143413472,1221091.9030076128,5349.5178061185507,5349.51989081177,8.8953094547150613e-05,7.2847174179154341e-11,0,3.8969725539680571e-07,3.8969725539680571e-07,0
error,normal,openmp,fp64,2,1919384,8,100131,100464,-228.26205038724351,-228.26205038722927,-228.26205038722927,228.26205038722927,228.26205038722927,1221091.9030076128,5349.5178061185507,5349.5178061185507,1.4239276424632408e-11,1.1661101338531793e-17,1.1661101338531793e-17,6.2381269249428693e-14,,6.2381269249428693e-14
error,normal,openmp,mixed_fp32_fp64,2,1919384,8,100131,100464,-228.26196143413466,-228.26205038722927,-228.26196143413472,228.26205038722927,228.26196143413472,1221091.9030076128,5349.5178061185507,5349.51989081177,8.8953094603994032e-05,7.2847174225705649e-11,4.6551302748629912e-20,3.8969725564583271e-07,3.8969725564583271e-07,2.4902711999699632e-16
error,normal,openmp,fp64,4,1919384,8,100131,100464,-228.26205038721542,-228.26205038722927,-228.26205038722927,228.26205038722927,228.26205038722927,1221091.9030076128,5349.5178061185507,5349.5178061185507,1.3841372492606752e-11,1.1335242219291384e-17,1.1335242219291384e-17,6.0638080088766011e-14,,6.0638080088766011e-14
error,normal,openmp,mixed_fp32_fp64,4,1919384,8,100131,100464,-228.26196143413483,-228.26205038722927,-228.26196143413472,228.26205038722927,228.26196143413472,1221091.9030076128,5349.5178061185507,5349.51989081177,8.8953094433463775e-05,7.2847174086051738e-11,9.3102605497259825e-20,3.8969725489875166e-07,3.8969725489875166e-07,4.9805423999399263e-16
error,normal,openmp,fp64,8,1919384,8,100131,100464,-228.2620503872466,-228.26205038722927,-228.26205038722927,228.26205038722927,228.26205038722927,1221091.9030076128,5349.5178061185507,5349.5178061185507,1.7337242752546445e-11,1.4198147338332124e-17,1.4198147338332124e-17,7.5953242000302396e-14,,7.5953242000302396e-14
error,normal,openmp,mixed_fp32_fp64,8,1919384,8,100131,100464,-228.26196143413472,-228.26205038722927,-228.26196143413472,228.26205038722927,228.26196143413472,1221091.9030076128,5349.5178061185507,5349.51989081177,8.8953094547150613e-05,7.2847174179154341e-11,0,3.8969725539680571e-07,3.8969725539680571e-07,0
error,normal,openmp,fp64,16,1919384,8,100131,100464,-228.26205038725195,-228.26205038722927,-228.26205038722927,228.26205038722927,228.26205038722927,1221091.9030076128,5349.5178061185507,5349.5178061185507,2.2680524125462398e-11,1.8573969796703333e-17,1.8573969796703333e-17,9.9361782157772648e-14,,9.9361782157772648e-14
error,normal,openmp,mixed_fp32_fp64,16,1919384,8,100131,100464,-228.26196143413466,-228.26205038722927,-228.26196143413472,228.26205038722927,228.26196143413472,1221091.9030076128,5349.5178061185507,5349.51989081177,8.8953094603994032e-05,7.2847174225705649e-11,4.6551302748629912e-20,3.8969725564583271e-07,3.8969725564583271e-07,2.4902711999699632e-16
error,normal,openmp,fp64,22,1919384,8,100131,100464,-228.26205038726198,-228.26205038722927,-228.26205038722927,228.26205038722927,228.26205038722927,1221091.9030076128,5349.5178061185507,5349.5178061185507,3.2713387554395013e-11,2.6790274731836513e-17,2.6790274731836513e-17,1.4331505170876732e-13,,1.4331505170876732e-13
error,normal,openmp,mixed_fp32_fp64,22,1919384,8,100131,100464,-228.26196143413466,-228.26205038722927,-228.26196143413472,228.26205038722927,228.26196143413472,1221091.9030076128,5349.5178061185507,5349.51989081177,8.8953094603994032e-05,7.2847174225705649e-11,4.6551302748629912e-20,3.8969725564583271e-07,3.8969725564583271e-07,2.4902711999699632e-16
error,normal,serial,fp64,,1919384,9,100132,100465,936.47104201205286,936.47104201205286,936.47104201205286,936.47104201205286,936.47104201205286,1221965.1445824164,1304.8616452217955,1304.8616452217955,0,0,0,0,,0
error,normal,serial,mixed_fp32_fp64,,1919384,9,100132,100465,936.4709576623078,936.47104201205286,936.4709576623078,936.47104201205286,936.4709576623078,1221965.1445824164,1304.8616452217955,1304.8617627532001,8.4349745065992465e-05,6.9027946860806251e-11,0,9.0071920307074314e-08,9.0071920307074314e-08,0
error,normal,openmp,fp64,1,1919384,9,100132,100465,936.47104201205286,936.47104201205286,936.47104201205286,936.47104201205286,936.47104201205286,1221965.1445824164,1304.8616452217955,1304.8616452217955,0,0,0,0,,0
error,normal,openmp,mixed_fp32_fp64,1,1919384,9,100132,100465,936.4709576623078,936.47104201205286,936.4709576623078,936.47104201205286,936.4709576623078,1221965.1445824164,1304.8616452217955,1304.8617627532001,8.4349745065992465e-05,6.9027946860806251e-11,0,9.0071920307074314e-08,9.0071920307074314e-08,0
error,normal,openmp,fp64,2,1919384,9,100132,100465,936.47104201197158,936.47104201205286,936.47104201205286,936.47104201205286,936.47104201205286,1221965.1445824164,1304.8616452217955,1304.8616452217955,8.1286088970955461e-11,6.652079180108976e-17,6.652079180108976e-17,8.6800429831026491e-14,,8.6800429831026491e-14
error,normal,openmp,mixed_fp32_fp64,2,1919384,9,100132,100465,936.47095766230882,936.47104201205286,936.4709576623078,936.47104201205286,936.4709576623078,1221965.1445824164,1304.8616452217955,1304.8617627532001,8.4349744042810926e-05,6.9027946023481599e-11,8.373246520416892e-19,9.0071919214481486e-08,9.0071919214481486e-08,1.0925929214598285e-15
error,normal,openmp,fp64,4,1919384,9,100132,100465,936.47104201182174,936.47104201205286,936.47104201205286,936.47104201205286,936.47104201205286,1221965.1445824164,1304.8616452217955,1304.8616452217955,2.3112534108804539e-10,1.8914233528897269e-16,1.8914233528897269e-16,2.4680457880626137e-13,,2.4680457880626137e-13
error,normal,openmp,mixed_fp32_fp64,4,1919384,9,100132,100465,936.47095766230848,936.47104201205286,936.4709576623078,936.47104201205286,936.4709576623078,1221965.1445824164,1304.8616452217955,1304.8617627532001,8.4349744383871439e-05,6.9027946302589812e-11,5.5821643469445944e-19,9.007191957867909e-08,9.007191957867909e-08,7.2839528097321901e-16
error,normal,openmp,fp64,8,1919384,9,100132,100465,936.47104201185198,936.47104201205286,936.47104201205286,936.47104201205286,936.47104201205286,1221965.1445824164,1304.8616452217955,1304.8616452217955,2.0088464225409552e-10,1.6439474001751831e-16,1.6439474001751831e-16,2.1451239092506828e-13,,2.1451239092506828e-13
error,normal,openmp,mixed_fp32_fp64,8,1919384,9,100132,100465,936.47095766230836,936.47104201205286,936.4709576623078,936.47104201205286,936.4709576623078,1221965.1445824164,1304.8616452217955,1304.8617627532001,8.4349744497558277e-05,6.9027946395625892e-11,4.6518036224538294e-19,9.0071919700078301e-08,9.0071919700078301e-08,6.0699606747768255e-16
error,normal,openmp,fp64,16,1919384,9,100132,100465,936.47104201187813,936.47104201205286,936.47104201205286,936.47104201205286,936.47104201205286,1221965.1445824164,1304.8616452217955,1304.8616452217955,1.7473666957812384e-10,1.4299644335423071e-16,1.4299644335423071e-16,1.8659057433606674e-13,,1.8659057433606674e-13
error,normal,openmp,mixed_fp32_fp64,16,1919384,9,100132,100465,936.47095766230814,936.47104201205286,936.4709576623078,936.47104201205286,936.4709576623078,1221965.1445824164,1304.8616452217955,1304.8617627532001,8.4349744724931952e-05,6.9027946581698038e-11,2.7910821734722972e-19,9.0071919942876709e-08,9.0071919942876709e-08,3.641976404866095e-16
error,normal,openmp,fp64,22,1919384,9,100132,100465,936.47104201188802,936.47104201205286,936.47104201205286,936.47104201205286,936.47104201205286,1221965.1445824164,1304.8616452217955,1304.8616452217955,1.6484591469634324e-10,1.3490230505116104e-16,1.3490230505116104e-16,1.7602884371327051e-13,,1.7602884371327051e-13
error,normal,openmp,mixed_fp32_fp64,22,1919384,9,100132,100465,936.47095766230814,936.47104201205286,936.4709576623078,936.47104201205286,936.4709576623078,1221965.1445824164,1304.8616452217955,1304.8617627532001,8.4349744724931952e-05,6.9027946581698038e-11,2.7910821734722972e-19,9.0071919942876709e-08,9.0071919942876709e-08,3.641976404866095e-16
error,normal,serial,fp64,,1919384,10,100133,100466,-759.50290246576333,-759.50290246576333,-759.50290246576333,759.50290246576333,759.50290246576333,1223419.3951761483,1610.8159576536934,1610.8159576536934,0,0,0,0,,0
error,normal,serial,mixed_fp32_fp64,,1919384,10,100133,100466,-759.50285399467032,-759.50290246576333,-759.50285399467032,759.50290246576333,759.50285399467032,1223419.3951761483,1610.8159576536934,1610.8160604551638,4.847109300953889e-05,3.961935964122917e-11,0,6.3819496742112653e-08,6.3819496742112653e-08,0
error,normal,openmp,fp64,1,1919384,10,100133,100466,-759.50290246576333,-759.50290246576333,-759.50290246576333,759.50290246576333,759.50290246576333,1223419.3951761483,1610.8159576536934,1610.8159576536934,0,0,0,0,,0
error,normal,openmp,mixed_fp32_fp64,1,1919384,10,100133,100466,-759.50285399467032,-759.50290246576333,-759.50285399467032,759.50290246576333,759.50285399467032,1223419.3951761483,1610.8159576536934,1610.8160604551638,4.847109300953889e-05,3.961935964122917e-11,0,6.3819496742112653e-08,6.3819496742112653e-08,0
