experiment,input_distribution,method,precision,threads,n,trial,seed_x,seed_y,result,reference_fp64,reference_same_precision,abs_reference_fp64,abs_reference_same_precision,sum_abs_products,dot_condition_number_fp64,dot_condition_number_same_precision,abs_error_vs_serial_fp64,scaled_error_vs_sum_abs_products,scaled_parallel_error_vs_sum_abs_products,error_vs_serial_fp64,mixed_error_vs_fp64,parallel_error_vs_serial_same_precision
error,alternating_sign,serial,mixed_fp32_fp64,,26050038,0,100123,100456,-992.36168640339292,-992.36196327307766,-992.36168640339292,992.36196327307766,992.36168640339292,16581881.571472282,16709.509418096557,16709.514080062723,0.00027686968473972229,1.6697121104522484e-11,0,2.7900070235111723e-07,2.7900070235111723e-07,0
error,alternating_sign,openmp,fp64,1,26050038,0,100123,100456,-992.36196327307766,-992.36196327307766,-992.36196327307766,992.36196327307766,992.36196327307766,16581881.571472282,16709.509418096557,16709.509418096557,0,0,0,0,,0
error,alternating_sign,openmp,mixed_fp32_fp64,1,26050038,0,100123,100456,-992.36168640339292,-992.36196327307766,-992.36168640339292,992.36196327307766,992.36168640339292,16581881.571472282,16709.509418096557,16709.514080062723,0.00027686968473972229,1.6697121104522484e-11,0,2.7900070235111723e-07,2.7900070235111723e-07,0
error,alternating_sign,openmp,fp64,2,26050038,0,100123,100456,-992.36196327265384,-992.36196327307766,-992.36196327307766,992.36196327307766,992.36196327307766,16581881.571472282,16709.509418096557,16709.509418096557,4.2382453102618456e-10,2.5559495718226492e-17,2.5559495718226492e-17,4.2708663442550419e-13,,4.2708663442550419e-13
error,alternating_sign,openmp,mixed_fp32_fp64,2,26050038,0,100123,100456,-992.36168640339383,-992.36196327307766,-992.36168640339292,992.36196327307766,992.36168640339292,16581881.571472282,16709.509418096557,16709.514080062723,0.00027686968383022759,1.6697121049673782e-11,5.4848703257996764e-20,2.7900070143462234e-07,2.7900070143462234e-07,9.1649517936267896e-16
error,alternating_sign,openmp,fp64,4,26050038,0,100123,100456,-992.36196327267646,-992.36196327307766,-992.36196327307766,992.36196327307766,992.36196327307766,16581881.571472282,16709.509418096557,16709.509418096557,4.0120085031958297e-10,2.4195134224683823e-17,2.4195134224683823e-17,4.0428882319946471e-13,,4.0428882319946471e-13
error,alternating_sign,openmp,mixed_fp32_fp64,4,26050038,0,100123,100456,-992.36168640339554,-992.36196327307766,-992.36168640339292,992.36196327307766,992.36168640339292,16581881.571472282,16709.509418096557,16709.514080062723,0.00027686968212492502,1.6697120946832462e-11,1.576900218667407e-19,2.7900069971619435e-07,2.7900069971619435e-07,2.6349236406677021e-15
error,alternating_sign,openmp,fp64,8,26050038,0,100123,100456,-992.36196327242214,-992.36196327307766,-992.36196327307766,992.36196327307766,992.36196327307766,16581881.571472282,16709.509418096557,16709.509418096557,6.5551830630283803e-10,3.9532202873201167e-17,3.9532202873201167e-17,6.6056371622785875e-13,,6.6056371622785875e-13
error,alternating_sign,openmp,mixed_fp32_fp64,8,26050038,0,100123,100456,-992.36168640339383,-992.36196327307766,-992.36168640339292,992.36196327307766,992.36168640339292,16581881.571472282,16709.509418096557,16709.514080062723,0.00027686968383022759,1.6697121049673782e-11,5.4848703257996764e-20,2.7900070143462234e-07,2.7900070143462234e-07,9.1649517936267896e-16
error,alternating_sign,openmp,fp64,16,26050038,0,100123,100456,-992.36196327228095,-992.36196327307766,-992.36196327307766,992.36196327307766,992.36196327307766,16581881.571472282,16709.509418096557,16709.509418096557,7.9671735875308514e-10,4.8047464054005163e-17,4.8047464054005163e-17,8.0284955312605518e-13,,8.0284955312605518e-13
error,alternating_sign,openmp,mixed_fp32_fp64,16,26050038,0,100123,100456,-992.36168640339702,-992.36196327307766,-992.36168640339292,992.36196327307766,992.36168640339292,16581881.571472282,16709.509418096557,16709.514080062723,0.00027686968064699613,1.6697120857703318e-11,2.4681916466098543e-19,2.790006982268901e-07,2.790006982268901e-07,4.1242283071320558e-15
error,alternating_sign,openmp,fp64,22,26050038,0,100123,100456,-992.36196327241839,-992.36196327307766,-992.36196327307766,992.36196327307766,992.36196327307766,16581881.571472282,16709.509418096557,16709.509418096557,6.5926997194765136e-10,3.9758453774140406e-17,3.9758453774140406e-17,6.6434425778795576e-13,,6.6434425778795576e-13
error,alternating_sign,openmp,mixed_fp32_fp64,22,26050038,0,100123,100456,-992.36168640339747,-992.36196327307766,-992.36168640339292,992.36196327307766,992.36168640339292,16581881.571472282,16709.509418096557,16709.514080062723,0.00027686968019224878,1.6697120830278969e-11,2.7424351628998381e-19,2.7900069776864263e-07,2.7900069776864263e-07,4.582475896813395e-15
error,alternating_sign,serial,fp64,,26050038,1,100124,100457,2721.0825783453151,2721.0825783453151,2721.0825783453151,2721.0825783453151,2721.0825783453151,16585135.131549984,6095.0502801849443,6095.0502801849443,0,0,0,0,,0
error,alternating_sign,serial,mixed_fp32_fp64,,26050038,1,100124,100457,2721.0823671672665,2721.0825783453151,2721.0823671672665,2721.0825783453151,2721.0823671672665,16585135.131549984,6095.0502801849443,6095.050753210252,0.00021117804863024503,1.2732971239318997e-11,0,7.7608099919798084e-08,7.7608099919798084e-08,0
error,alternating_sign,openmp,fp64,1,26050038,1,100124,100457,2721.0825783453151,2721.0825783453151,2721.0825783453151,2721.0825783453151,2721.0825783453151,16585135.131549984,6095.0502801849443,6095.0502801849443,0,0,0,0,,0
error,alternating_sign,openmp,mixed_fp32_fp64,1,26050038,1,100124,100457,2721.0823671672665,2721.0825783453151,2721.0823671672665,2721.0825783453151,2721.0823671672665,16585135.131549984,6095.0502801849443,6095.050753210252,0.00021117804863024503,1.2732971239318997e-11,0,7.7608099919798084e-08,7.7608099919798084e-08,0
error,alternating_sign,openmp,fp64,2,26050038,1,100124,100457,2721.082578345497,2721.0825783453151,2721.0825783453151,2721.0825783453151,2721.0825783453151,16585135.131549984,6095.0502801849443,6095.0502801849443,1.8189894035458565e-10,1.0967588681780373e-17,1.0967588681780373e-17,6.6848004467838687e-14,,6.6848004467838687e-14
error,alternating_sign,openmp,mixed_fp32_fp64,2,26050038,1,100124,100457,2721.082367167267,2721.0825783453151,2721.0823671672665,2721.0825783453151,2721.0823671672665,16585135.131549984,6095.0502801849443,6095.050753210252,0.00021117804817549768,1.2732971211900024e-11,2.7418971704450933e-20,7.7608099752678074e-08,7.7608099752678074e-08,1.6712002413946427e-16
error,alternating_sign,openmp,fp64,4,26050038,1,100124,100457,2721.0825783452183,2721.0825783453151,2721.0825783453151,2721.0825783453151,2721.0825783453151,16585135.131549984,6095.0502801849443,6095.0502801849443,9.6861185738816857e-11,5.8402409730480487e-18,5.8402409730480487e-18,3.5596562379124104e-14,,3.5596562379124104e-14
error,alternating_sign,openmp,mixed_fp32_fp64,4,26050038,1,100124,100457,2721.0823671672665,2721.0825783453151,2721.0823671672665,2721.0825783453151,2721.0823671672665,16585135.131549984,6095.0502801849443,6095.050753210252,0.00021117804863024503,1.2732971239318997e-11,0,7.7608099919798084e-08,7.7608099919798084e-08,0
error,alternating_sign,openmp,fp64,8,26050038,1,100124,100457,2721.0825783454738,2721.0825783453151,2721.0825783453151,2721.0825783453151,2721.0825783453151,16585135.131549984,6095.0502801849443,6095.0502801849443,1.5870682545937598e-10,9.5692211248533749e-18,9.5692211248533749e-18,5.832488389818926e-14,,5.832488389818926e-14
error,alternating_sign,openmp,mixed_fp32_fp64,8,26050038,1,100124,100457,2721.0823671672661,2721.0825783453151,2721.0823671672665,2721.0825783453151,2721.0823671672665,16585135.131549984,6095.0502801849443,6095.050753210252,0.00021117804908499238,1.2732971266737968e-11,2.7418971704450933e-20,7.7608100086918095e-08,7.7608100086918095e-08,1.6712002413946427e-16
error,alternating_sign,openmp,fp64,16,26050038,1,100124,100457,2721.0825783452351,2721.0825783453151,2721.0825783453151,2721.0825783453151,2721.0825783453151,16585135.131549984,6095.0502801849443,6095.0502801849443,8.0035533756017685e-11,4.8257390199833643e-18,4.8257390199833643e-18,2.9413121965849022e-14,,2.9413121965849022e-14
error,alternating_sign,openmp,mixed_fp32_fp64,16,26050038,1,100124,100457,2721.0823671672656,2721.0825783453151,2721.0823671672665,2721.0825783453151,2721.0823671672665,16585135.131549984,6095.0502801849443,6095.050753210252,0.00021117804953973973,1.273297129415694e-11,5.4837943408901865e-20,7.7608100254038106e-08,7.7608100254038106e-08,3.3424004827892853e-16
error,alternating_sign,openmp,fp64,22,26050038,1,100124,100457,2721.0825783450409,2721.0825783453151,2721.0825783453151,2721.0825783453151,2721.0825783453151,16585135.131549984,6095.0502801849443,6095.0502801849443,2.7421265258453786e-10,1.6533639937783913e-17,1.6533639937783913e-17,1.0077336673526683e-13,,1.0077336673526683e-13
error,alternating_sign,openmp,mixed_fp32_fp64,22,26050038,1,100124,100457,2721.0823671672661,2721.0825783453151,2721.0823671672665,2721.0825783453151,2721.0823671672665,16585135.131549984,6095.0502801849443,6095.050753210252,0.00021117804908499238,1.2732971266737968e-11,2.7418971704450933e-20,7.7608100086918095e-08,7.7608100086918095e-08,1.6712002413946427e-16
error,alternating_sign,serial,fp64,,26050038,2,100125,100458,-2210.2107959307168,-2210.2107959307168,-2210.2107959307168,2210.2107959307168,2210.2107959307168,16582404.030997891,7502.6346181677491,7502.6346181677491,0,0,0,0,,0
error,alternating_sign,serial,mixed_fp32_fp64,,26050038,2,100125,100458,-2210.2105847828166,-2210.2107959307168,-2210.2105847828166,2210.2107959307168,2210.2105847828166,16582404.030997891,7502.6346181677491,7502.6353349164419,0.00021114790024512331,1.2733250248300512e-11,0,9.5532924114692511e-08,9.5532924114692511e-08,0
error,alternating_sign,openmp,fp64,1,26050038,2,100125,100458,-2210.2107959307168,-2210.2107959307168,-2210.2107959307168,2210.2107959307168,2210.2107959307168,16582404.030997891,7502.6346181677491,7502.6346181677491,0,0,0,0,,0
error,alternating_sign,openmp,mixed_fp32_fp64,1,26050038,2,100125,100458,-2210.2105847828166,-2210.2107959307168,-2210.2105847828166,2210.2107959307168,2210.2105847828166,16582404.030997891,7502.6346181677491,7502.6353349164419,0.00021114790024512331,1.2733250248300512e-11,0,9.5532924114692511e-08,9.5532924114692511e-08,0
error,alternating_sign,openmp,fp64,2,26050038,2,100125,100458,-2210.2107959303366,-2210.2107959307168,-2210.2107959307168,2210.2107959307168,2210.2107959307168,16582404.030997891,7502.6346181677491,7502.6346181677491,3.80168785341084e-10,2.2926035611629368e-17,2.2926035611629368e-17,1.7200566843715712e-13,,1.7200566843715712e-13
error,alternating_sign,openmp,mixed_fp32_fp64,2,26050038,2,100125,100458,-2210.2105847828143,-2210.2107959307168,-2210.2105847828166,2210.2107959307168,2210.2105847828166,16582404.030997891,7502.6346181677491,7502.6353349164419,0.00021114790251886006,1.273325038541795e-11,1.3711743786859669e-19,9.5532925143434553e-08,9.5532925143434553e-08,1.0287421343861432e-15
error,alternating_sign,openmp,fp64,4,26050038,2,100125,100458,-2210.2107959303721,-2210.2107959307168,-2210.2107959307168,2210.2107959307168,2210.2107959307168,16582404.030997891,7502.6346181677491,7502.6346181677491,3.446984919719398e-10,2.0787003580879258e-17,2.0787003580879258e-17,1.559572926738817e-13,,1.559572926738817e-13
error,alternating_sign,openmp,mixed_fp32_fp64,4,26050038,2,100125,100458,-2210.2105847828157,-2210.2107959307168,-2210.2105847828166,2210.2107959307168,2210.2105847828166,16582404.030997891,7502.6346181677491,7502.6353349164419,0.00021114790115461801,1.2733250303147487e-11,5.484697514743868e-20,9.5532924526189322e-08,9.5532924526189322e-08,4.1149685375445732e-16
error,alternating_sign,openmp,fp64,8,26050038,2,100125,100458,-2210.2107959302812,-2210.2107959307168,-2210.2107959307168,2210.2107959307168,2210.2107959307168,16582404.030997891,7502.6346181677491,7502.6346181677491,4.3564796214923263e-10,2.6271701095623124e-17,2.6271701095623124e-17,1.9710697411817766e-13,,1.9710697411817766e-13
error,alternating_sign,openmp,mixed_fp32_fp64,8,26050038,2,100125,100458,-2210.2105847828147,-2210.2107959307168,-2210.2105847828166,2210.2107959307168,2210.2105847828166,16582404.030997891,7502.6346181677491,7502.6353349164419,0.00021114790206411271,1.2733250357994463e-11,1.0969395029487736e-19,9.5532924937686147e-08,9.5532924937686147e-08,8.2299370750891463e-16
error,alternating_sign,openmp,fp64,16,26050038,2,100125,100458,-2210.2107959303376,-2210.2107959307168,-2210.2107959307168,2210.2107959307168,2210.2107959307168,16582404.030997891,7502.6346181677491,7502.6346181677491,3.7925929063931108e-10,2.2871188636481928e-17,2.2871188636481928e-17,1.7159417162271417e-13,,1.7159417162271417e-13
error,alternating_sign,openmp,mixed_fp32_fp64,16,26050038,2,100125,100458,-2210.2105847828161,-2210.2107959307168,-2210.2105847828166,2210.2107959307168,2210.2105847828166,16582404.030997891,7502.6346181677491,7502.6353349164419,0.00021114790069987066,1.2733250275724e-11,2.742348757371934e-20,9.5532924320440917e-08,9.5532924320440917e-08,2.0574842687722866e-16
error,alternating_sign,openmp,fp64,22,26050038,2,100125,100458,-2210.2107959302175,-2210.2107959307168,-2210.2107959307168,2210.2107959307168,2210.2107959307168,16582404.030997891,7502.6346181677491,7502.6346181677491,4.993125912733376e-10,3.0110989355943831e-17,3.0110989355943831e-17,2.2591175112918483e-13,,2.2591175112918483e-13
error,alternating_sign,openmp,mixed_fp32_fp64,22,26050038,2,100125,100458,-2210.2105847828166,-2210.2107959307168,-2210.2105847828166,2210.2107959307168,2210.2105847828166,16582404.030997891,7502.6346181677491,7502.6353349164419,0.00021114790024512331,1.2733250248300512e-11,0,9.5532924114692511e-08,9.5532924114692511e-08,0
error,alternating_sign,serial,fp64,,26050038,3,100126,100459,75.695455249784189,75.695455249784189,75.695455249784189,75.695455249784189,75.695455249784189,16584921.334167199,219100.62208410437,219100.62208410437,0,0,0,0,,0
error,alternating_sign,serial,mixed_fp32_fp64,,26050038,3,100126,100459,75.695725804872396,75.695455249784189,75.695725804872396,75.695455249784189,75.695725804872396,16584921.334167199,219100.62208410437,219099.83896474718,0.0002705550882069474,1.6313317546437017e-11,0,3.5742580226798856e-06,3.5742580226798856e-06,0
error,alternating_sign,openmp,fp64,1,26050038,3,100126,100459,75.695455249784189,75.695455249784189,75.695455249784189,75.695455249784189,75.695455249784189,16584921.334167199,219100.62208410437,219100.62208410437,0,0,0,0,,0
error,alternating_sign,openmp,mixed_fp32_fp64,1,26050038,3,100126,100459,75.695725804872396,75.695455249784189,75.695725804872396,75.695455249784189,75.695725804872396,16584921.334167199,219100.62208410437,219099.83896474718,0.0002705550882069474,1.6313317546437017e-11,0,3.5742580226798856e-06,3.5742580226798856e-06,0
error,alternating_sign,openmp,fp64,2,26050038,3,100126,100459,75.695455250056511,75.695455249784189,75.695455249784189,75.695455249784189,75.695455249784189,16584921.334167199,219100.62208410437,219100.62208410437,2.72322608907416e-10,1.6419891503880352e-17,1.6419891503880352e-17,3.5976084430536853e-12,,3.5976084430536853e-12
error,alternating_sign,openmp,mixed_fp32_fp64,2,26050038,3,100126,100459,75.695725804873291,75.695455249784189,75.695725804872396,75.695455249784189,75.695725804872396,16584921.334167199,219100.62208410437,219099.83896474718,0.00027055508910223125,1.6313317600418814e-11,5.3981796417286555e-20,3.5742580345073306e-06,3.5742580345073306e-06,1.182740290205525e-14
error,alternating_sign,openmp,fp64,4,26050038,3,100126,100459,75.695455250233636,75.695455249784189,75.695455249784189,75.695455249784189,75.695455249784189,16584921.334167199,219100.62208410437,219100.62208410437,4.4944670207769377e-10,2.7099718655389234e-17,2.7099718655389234e-17,5.93756521569999e-12,,5.93756521569999e-12
error,alternating_sign,openmp,mixed_fp32_fp64,4,26050038,3,100126,100459,75.69572580487079,75.695455249784189,75.695725804872396,75.695455249784189,75.695725804872396,16584921.334167199,219100.62208410437,219099.83896474718,0.00027055508660112082,1.6313317449612524e-11,9.6824491986561598e-20,3.5742580014655791e-06,3.5742580014655791e-06,2.12142306020991e-14
error,alternating_sign,openmp,fp64,8,26050038,3,100126,100459,75.69545525004196,75.695455249784189,75.695455249784189,75.695455249784189,75.695455249784189,16584921.334167199,219100.62208410437,219100.62208410437,2.5777069367904915e-10,1.5542473098621601e-17,1.5542473098621601e-17,3.4053655246334498e-12,,3.4053655246334498e-12
error,alternating_sign,openmp,mixed_fp32_fp64,8,26050038,3,100126,100459,75.695725804870335,75.695455249784189,75.695725804872396,75.695455249784189,75.695725804872396,16584921.334167199,219100.62208410437,219099.83896474718,0.00027055508614637347,1.63133174221932e-11,1.2424381715089762e-19,3.5742579954579882e-06,3.5742579954579882e-06,2.7221800330127163e-14
error,alternating_sign,openmp,fp64,16,26050038,3,100126,100459,75.695455249753138,75.695455249784189,75.695455249784189,75.695455249784189,75.695455249784189,16584921.334167199,219100.62208410437,219100.62208410437,3.1050717552716378e-11,1.8722257963773195e-18,1.8722257963773195e-18,4.1020583666817836e-13,,4.1020583666817836e-13
error,alternating_sign,openmp,mixed_fp32_fp64,16,26050038,3,100126,100459,75.695725804869312,75.695455249784189,75.695725804872396,75.695455249784189,75.695725804872396,16584921.334167199,219100.62208410437,219099.83896474718,0.00027055508512319193,1.6313317360499717e-11,1.8593729877065368e-19,3.5742579819409077e-06,3.5742579819409077e-06,4.0738832218190306e-14
error,alternating_sign,openmp,fp64,22,26050038,3,100126,100459,75.695455249894735,75.695455249784189,75.695455249784189,75.695455249784189,75.695455249784189,16584921.334167199,219100.62208410437,219100.62208410437,1.1054623882955639e-10,6.6654665766678112e-18,6.6654665766678112e-18,1.460407873428723e-12,,1.460407873428723e-12
error,alternating_sign,openmp,mixed_fp32_fp64,22,26050038,3,100126,100459,75.695725804869511,75.695455249784189,75.695725804872396,75.695455249784189,75.695725804872396,16584921.334167199,219100.62208410437,219099.83896474718,0.0002705550853221439,1.6313317372495675e-11,1.7394134401125667e-19,3.5742579845692289e-06,3.5742579845692289e-06,3.8110520462178025e-14
error,alternating_sign,serial,fp64,,26050038,4,100127,100460,2041.3849524447849,2041.3849524447849,2041.3849524447849,2041.3849524447849,2041.3849524447849,16585033.120218256,8124.4025534507055,8124.4025534507055,0,0,0,0,,0
error,alternating_sign,serial,mixed_fp32_fp64,,26050038,4,100127,100460,2041.3849250154963,2041.3849524447849,2041.3849250154963,2041.3849524447849,2041.3849250154963,16585033.120218256,8124.4025534507055,8124.4026626151162,2.7429288593339152e-05,1.6538579329034337e-12,0,1.3436607613125362e-08,1.3436607613125362e-08,0
error,alternating_sign,openmp,fp64,1,26050038,4,100127,100460,2041.3849524447849,2041.3849524447849,2041.3849524447849,2041.3849524447849,2041.3849524447849,16585033.120218256,8124.4025534507055,8124.4025534507055,0,0,0,0,,0
error,alternating_sign,openmp,mixed_fp32_fp64,1,26050038,4,100127,100460,2041.3849250154963,2041.3849524447849,2041.3849250154963,2041.3849524447849,2041.3849250154963,16585033.120218256,8124.4025534507055,8124.4026626151162,2.7429288593339152e-05,1.6538579329034337e-12,0,1.3436607613125362e-08,1.3436607613125362e-08,0
error,alternating_sign,openmp,fp64,2,26050038,4,100127,100460,2041.384952445153,2041.3849524447849,2041.3849524447849,2041.3849524447849,2041.3849524447849,16585033.120218256,8124.4025534507055,8124.4025534507055,3.681179805425927e-10,2.2195794115950991e-17,2.2195794115950991e-17,1.8032756639149839e-13,,1.8032756639149839e-13
error,alternating_sign,openmp,mixed_fp32_fp64,2,26050038,4,100127,100460,2041.3849250154999,2041.3849524447849,2041.3849250154963,2041.3849524447849,2041.3849250154963,16585033.120218256,8124.4025534507055,8124.4026626151162,2.7429284955360345e-05,1.6538577135503108e-12,2.1935312282595176e-19,1.3436605831012291e-08,1.3436605831012291e-08,1.7821130951401028e-15
error,alternating_sign,openmp,fp64,4,26050038,4,100127,100460,2041.3849524448915,2041.3849524447849,2041.3849524447849,2041.3849524447849,2041.3849524447849,16585033.120218256,8124.4025534507055,8124.4025534507055,1.0663825378287584e-10,6.4297884128357107e-18,6.4297884128357107e-18,5.2238189399390202e-14,,5.2238189399390202e-14
error,alternating_sign,openmp,mixed_fp32_fp64,4,26050038,4,100127,100460,2041.3849250154967,2041.3849524447849,2041.3849250154963,2041.3849524447849,2041.3849250154963,16585033.120218256,8124.4025534507055,8124.4026626151162,2.7429288138591801e-05,1.6538579054842935e-12,2.741914035324397e-20,1.3436607390361229e-08,1.3436607390361229e-08,2.2276413689251285e-16
error,alternating_sign,openmp,fp64,8,26050038,4,100127,100460,2041.3849524447337,2041.3849524447849,2041.3849524447849,2041.3849524447849,2041.3849524447849,16585033.120218256,8124.4025534507055,8124.4025534507055,5.1159076974727213e-11,3.0846532897399466e-18,3.0846532897399466e-18,2.5060965063673339e-14,,2.5060965063673339e-14
error,alternating_sign,openmp,mixed_fp32_fp64,8,26050038,4,100127,100460,2041.3849250154972,2041.3849524447849,2041.3849250154963,2041.3849524447849,2041.3849250154963,16585033.120218256,8124.4025534507055,8124.4026626151162,2.742928768384445e-05,1.6538578780651531e-12,5.4838280706487939e-20,1.3436607167597094e-08,1.3436607167597094e-08,4.455282737850257e-16
error,alternating_sign,openmp,fp64,16,26050038,4,100127,100460,2041.3849524447733,2041.3849524447849,2041.3849524447849,2041.3849524447849,2041.3849524447849,16585033.120218256,8124.4025534507055,8124.4025534507055,1.1596057447604835e-11,6.9918807900772117e-19,6.9918807900772117e-19,5.6804854144326238e-15,,5.6804854144326238e-15
error,alternating_sign,openmp,mixed_fp32_fp64,16,26050038,4,100127,100460,2041.384925015499,2041.3849524447849,2041.3849250154963,2041.3849524447849,2041.3849250154963,16585033.120218256,8124.4025534507055,8124.4026626151162,2.7429285864855046e-05,1.6538577683885917e-12,1.6451484211946382e-19,1.3436606276540559e-08,1.3436606276540559e-08,1.3365848213550771e-15
error,alternating_sign,openmp,fp64,22,26050038,4,100127,100460,2041.384952444794,2041.3849524447849,2041.3849524447849,2041.3849524447849,2041.3849524447849,16585033.120218256,8124.4025534507055,8124.4025534507055,9.0949470177292824e-12,5.4838280706487934e-19,5.4838280706487934e-19,4.4552826779863714e-15,,4.4552826779863714e-15
error,alternating_sign,openmp,mixed_fp32_fp64,22,26050038,4,100127,100460,2041.3849250154979,2041.3849524447849,2041.3849250154963,2041.3849524447849,2041.3849250154963,16585033.120218256,8124.4025534507055,8124.4026626151162,2.7429287001723424e-05,1.6538578369364426e-12,9.5966991236353888e-20,1.3436606833450893e-08,1.3436606833450893e-08,7.7967447912379502e-16
error,alternating_sign,serial,fp64,,26050038,5,100128,100461,2202.4530423355068,2202.4530423355068,2202.4530423355068,2202.4530423355068,2202.4530423355068,16587518.553077899,7531.3835229323668,7531.3835229323668,0,0,0,0,,0
error,alternating_sign,serial,mixed_fp32_fp64,,26050038,5,100128,100461,2202.4527740161816,2202.4530423355068,2202.4527740161816,2202.4530423355068,2202.4527740161816,16587518.553077899,7531.3835229323668,7531.3844404620268,0.00026831932518689428,1.617597739699928e-11,0,1.2182748963508677e-07,1.2182748963508677e-07,0
error,alternating_sign,openmp,fp64,1,26050038,5,100128,100461,2202.4530423355068,2202.4530423355068,2202.4530423355068,2202.4530423355068,2202.4530423355068,16587518.553077899,7531.3835229323668,7531.3835229323668,0,0,0,0,,0
error,alternating_sign,openmp,mixed_fp32_fp64,1,26050038,5,100128,100461,2202.4527740161816,2202.4530423355068,2202.4527740161816,2202.4530423355068,2202.4527740161816,16587518.553077899,7531.3835229323668,7531.3844404620268,0.00026831932518689428,1.617597739699928e-11,0,1.2182748963508677e-07,1.2182748963508677e-07,0
error,alternating_sign,openmp,fp64,2,26050038,5,100128,100461,2202.4530423362658,2202.4530423355068,2202.4530423355068,2202.4530423355068,2202.4530423355068,16587518.553077899,7531.3835229323668,7531.3835229323668,7.5897332862950861e-10,4.5755688302677271e-17,4.5755688302677271e-17,3.4460363696321284e-13,,3.4460363696321284e-13
error,alternating_sign,openmp,mixed_fp32_fp64,2,26050038,5,100128,100461,2202.4527740161789,2202.4530423355068,2202.4527740161816,2202.4530423355068,2202.4527740161816,16587518.553077899,7531.3835229323668,7531.3844404620268,0.00026831932791537838,1.617597756148947e-11,1.6449019162136826e-19,1.2182749087392548e-07,1.2182749087392548e-07,1.2388388697857902e-15
error,alternating_sign,openmp,fp64,4,26050038,5,100128,100461,2202.4530423359565,2202.4530423355068,2202.4530423355068,2202.4530423355068,2202.4530423355068,16587518.553077899,7531.3835229323668,7531.3835229323668,4.4974513002671301e-10,2.7113466585588868e-17,2.7113466585588868e-17,2.0420191549228131e-13,,2.0420191549228131e-13
error,alternating_sign,openmp,mixed_fp32_fp64,4,26050038,5,100128,100461,2202.4527740161807,2202.4530423355068,2202.4527740161816,2202.4530423355068,2202.4527740161816,16587518.553077899,7531.3835229323668,7531.3844404620268,0.00026831932609638898,1.6175977451829344e-11,5.4830063873789421e-20,1.2182749004803302e-07,1.2182749004803302e-07,4.1294628992859671e-16
error,alternating_sign,openmp,fp64,8,26050038,5,100128,100461,2202.4530423358428,2202.4530423355068,2202.4530423355068,2202.4530423355068,2202.4530423355068,16587518.553077899,7531.3835229323668,7531.3835229323668,3.3605829230509698e-10,2.025970860136519e-17,2.025970860136519e-17,1.5258363553973295e-13,,1.5258363553973295e-13
error,alternating_sign,openmp,mixed_fp32_fp64,8,26050038,5,100128,100461,2202.4527740161802,2202.4530423355068,2202.4527740161816,2202.4530423355068,2202.4527740161816,16587518.553077899,7531.3835229323668,7531.3844404620268,0.00026831932655113633,1.6175977479244375e-11,8.2245095810684131e-20,1.2182749025450614e-07,1.2182749025450614e-07,6.1941943489289509e-16
error,alternating_sign,openmp,fp64,16,26050038,5,100128,100461,2202.4530423357628,2202.4530423355068,2202.4530423355068,2202.4530423355068,2202.4530423355068,16587518.553077899,7531.3835229323668,7531.3835229323668,2.560227585490793e-10,1.5434662980471722e-17,1.5434662980471722e-17,1.162443664531389e-13,,1.162443664531389e-13
error,alternating_sign,openmp,mixed_fp32_fp64,16,26050038,5,100128,100461,2202.4527740161816,2202.4530423355068,2202.4527740161816,2202.4530423355068,2202.4527740161816,16587518.553077899,7531.3835229323668,7531.3844404620268,0.00026831932518689428,1.617597739699928e-11,0,1.2182748963508677e-07,1.2182748963508677e-07,0
error,alternating_sign,openmp,fp64,22,26050038,5,100128,100461,2202.453042335555,2202.4530423355068,2202.4530423355068,2202.4530423355068,2202.4530423355068,16587518.553077899,7531.3835229323668,7531.3835229323668,4.8203219193965197e-11,2.9059933853108393e-18,2.9059933853108393e-18,2.1886150699880504e-14,,2.1886150699880504e-14
error,alternating_sign,openmp,mixed_fp32_fp64,22,26050038,5,100128,100461,2202.4527740161816,2202.4530423355068,2202.4527740161816,2202.4530423355068,2202.4527740161816,16587518.553077899,7531.3835229323668,7531.3844404620268,0.00026831932518689428,1.617597739699928e-11,0,1.2182748963508677e-07,1.2182748963508677e-07,0
error,alternating_sign,serial,fp64,,26050038,6,100129,100462,1004.7472255286116,1004.7472255286116,1004.7472255286116,1004.7472255286116,1004.7472255286116,16579644.176392939,16501.308742276105,16501.308742276105,0,0,0,0,,0
error,alternating_sign,serial,mixed_fp32_fp64,,26050038,6,100129,100462,1004.7477557279492,1004.7472255286116,1004.7477557279492,1004.7472255286116,1004.7477557279492,16579644.176392939,16501.308742276105,16501.300034634893,0.00053019933761788707,3.1978933442541285e-11,0,5.2769425398407224e-07,5.2769425398407224e-07,0
error,alternating_sign,openmp,fp64,1,26050038,6,100129,100462,1004.7472255286116,1004.7472255286116,1004.7472255286116,1004.7472255286116,1004.7472255286116,16579644.176392939,16501.308742276105,16501.308742276105,0,0,0,0,,0
error,alternating_sign,openmp,mixed_fp32_fp64,1,26050038,6,100129,100462,1004.7477557279492,1004.7472255286116,1004.7477557279492,1004.7472255286116,1004.7477557279492,16579644.176392939,16501.308742276105,16501.300034634893,0.00053019933761788707,3.1978933442541285e-11,0,5.2769425398407224e-07,5.2769425398407224e-07,0
